0.0,0.0
0.001,0.0028463349860474124
0.002,0.005692641879917624
0.003,0.008538892589710693
0.004,0.011385059024081193
0.005,0.014231113092515459
0.006,0.017077026705608834
0.007,0.0199227717753429
0.008,0.022768320215362695
0.009,0.0256136439412539
0.01,0.028458714870820054
0.011,0.03130350492435968
0.012,0.03414798602494345
0.013,0.03699213009869124
0.014,0.03983590907504929
0.015,0.04267929488706717
0.016,0.04552225947167485
0.017,0.04836477476995962
0.018,0.051206812727443055
0.019,0.05404834529435791
0.02,0.0568893444259249
0.021,0.059729782082629565
0.022,0.06256963023049895
0.023,0.06540886084137837
0.024,0.0682474458932079
0.025,0.07108535737029906
0.026,0.0739225672636113
0.027,0.0767590475710284
0.028,0.07959477029763486
0.029,0.0824297074559922
0.03,0.08526383106641514
0.031,0.08809711315724786
0.032,0.09092952576513999
0.033,0.09376104093532253
0.034,0.0965916307218839
0.035,0.09942126718804568
0.036,0.10224992240643827
0.037,0.10507756845937671
0.038,0.10790417743913597
0.039,0.11072972144822658
0.04,0.11355417259966992
0.041,0.11637750301727336
0.042,0.1191996848359055
0.043,0.12202069020177114
0.044,0.1248404912726863
0.045,0.12765906021835274
0.046,0.13047636922063285
0.047,0.13329239047382418
0.048,0.13610709618493388
0.049,0.13892045857395288
0.05,0.1417324498741302
0.051,0.14454304233224696
0.052,0.1473522082088903
0.053,0.15015991977872714
0.054,0.15296614933077776
0.055,0.15577086916868937
0.056,0.1585740516110096
0.057,0.16137566899145933
0.058,0.16417569365920612
0.059,0.16697409797913687
0.06,0.16977085433213074
0.061,0.17256593511533164
0.062,0.17535931274242064
0.063,0.17815095964388833
0.064,0.18094084826730672
0.065,0.18372895107760154
0.066,0.18651524055732355
0.067,0.18929968920692053
0.068,0.1920822695450084
0.069,0.19486295410864263
0.07,0.1976417154535892
0.071,0.20041852615459532
0.072,0.2031933588056606
0.073,0.20596618602030695
0.074,0.2087369804318492
0.075,0.2115057146936651
0.076,0.2142723614794653
0.077,0.21703689348356292
0.078,0.21979928342114322
0.079,0.22255950402853272
0.08,0.22531752806346836
0.081,0.22807332830536634
0.082,0.23082687755559092
0.083,0.23357814863772258
0.084,0.23632711439782653
0.085,0.23907374770472048
0.086,0.24181802145024248
0.087,0.24455990854951876
0.088,0.2472993819412304
0.089,0.2500364145878812
0.09,0.25277097947606375
0.091,0.25550304961672654
0.092,0.25823259804544046
0.093,0.26095959782266437
0.094,0.2636840220340115
0.095,0.2664058437905146
0.096,0.26912503622889195
0.097,0.27184157251181185
0.098,0.2745554258281579
0.099,0.27726656939329364
0.1,0.2799749764493264
0.101,0.2826806202653721
0.102,0.28538347413781856
0.103,0.2880835113905893
0.104,0.2907807053754066
0.105,0.2934750294720547
0.106,0.29616645708864275
0.107,0.2988549616618665
0.108,0.3015405166572712
0.109,0.3042230955695134
0.11,0.3069026719226221
0.111,0.3095792192702606
0.112,0.3122527111959871
0.113,0.3149231213135155
0.114,0.3175904232669763
0.115,0.3202545907311758
0.116,0.3229155974118568
0.117,0.32557341704595766
0.118,0.3282280234018715
0.119,0.33087939027970553
0.12,0.3335274915115388
0.121,0.33617230096168144
0.122,0.3388137925269317
0.123,0.3414519401368345
0.124,0.34408671775393784
0.125,0.3467180993740504
0.126,0.3493460590264979
0.127,0.35197057077437943
0.128,0.3545916087148238
0.129,0.3572091469792445
0.13,0.35982315973359574
0.131,0.3624336211786268
0.132,0.3650405055501373
0.133,0.3676437871192308
0.134,0.3702434401925692
0.135,0.3728394391126263
0.136,0.3754317582579407
0.137,0.37802037204336897
0.138,0.3806052549203382
0.139,0.38318638137709793
0.14,0.3857637259389721
0.141,0.3883372631686103
0.142,0.3909069676662391
0.143,0.3934728140699127
0.144,0.3960347770557627
0.145,0.3985928313382489
0.146,0.4011469516704082
0.147,0.40369711284410426
0.148,0.4062432896902755
0.149,0.4087854570791846
0.15,0.41132358992066564
0.151,0.4138576631643723
0.152,0.41638765180002457
0.153,0.4189135308576561
0.154,0.42143527540786024
0.155,0.4239528605620365
0.156,0.4264662614726356
0.157,0.4289754533334055
0.158,0.4314804113796353
0.159,0.43398111088840047
0.16,0.4364775271788065
0.161,0.43896963561223223
0.162,0.4414574115925738
0.163,0.44394083056648653
0.164,0.4464198680236277
0.165,0.4488944994968985
0.166,0.4513647005626852
0.167,0.45383044684110074
0.168,0.4562917139962247
0.169,0.458748477736344
0.17,0.4612007138141922
0.171,0.4636483980271893
0.172,0.46609150621768025
0.173,0.46853001427317376
0.174,0.47096389812657957
0.175,0.47339313375644665
0.176,0.4758176971872001
0.177,0.4782375644893777
0.178,0.4806527117798661
0.179,0.4830631152221366
0.18,0.48546875102648035
0.181,0.487869595450243
0.182,0.4902656247980596
0.183,0.4926568154220876
0.184,0.4950431437222411
0.185,0.49742458614642304
0.186,0.499801119190758
0.187,0.5021727193998246
0.188,0.5045393633668859
0.189,0.5069010277341217
0.19,0.5092576891928579
0.191,0.5116093244837974
0.192,0.5139559103972494
0.193,0.5162974237733581
0.194,0.5186338415023318
0.195,0.5209651405246708
0.196,0.523291297831395
0.197,0.5256122904642709
0.198,0.5279280955160383
0.199,0.530238690130636
0.2,0.5325440515034281
0.201,0.5348441568814285
0.202,0.537138983563526
0.203,0.5394285089007075
0.204,0.5417127102962821
0.205,0.5439915652061044
0.206,0.5462650511387965
0.207,0.5485331456559699
0.208,0.5507958263724475
0.209,0.553053070956484
0.21,0.5553048571299867
0.211,0.5575511626687353
0.212,0.5597919654026009
0.213,0.562027243215765
0.214,0.5642569740469382
0.215,0.5664811358895772
